date,vix,change_1d,change_5d,change_20d,sentiment_regime,signal,source,source_status,data_status,stale,updated_at,data_quality_notes
2026-08-10,15.46,0.56,-0.4,-1.7,NORMAL,NEUTRAL,yfinance,ok,SUCCESS,False,2026-08-10,
