date,nav,shares_outstanding,total_net_assets
2019-04-16,49.013861,115950000,5683157185.46
2019-04-17,49.114595,117100000,5751319052.48
2019-04-18,49.146529,117000000,5750143841.95
2019-04-22,49.347374,117000000,5773642727.22
2019-04-23,50.043418,117000000,5855079878.02
2019-04-24,49.790832,116450000,5798142415.47
2019-04-25,50.352761,115800000,5830849722.52
2019-04-26,50.779982,115800000,5880321961.32
2019-04-29,51.232817,115800000,5932760204.4
2019-04-30,50.095148,115800000,5801018170.07
2019-05-01,49.829089,115750000,5767716997.8
2019-05-02,49.626532,117050000,5808785516.8
2019-05-03,50.090675,117100000,5865618074.16
2019-05-06,50.029886,117100000,5858499616.23
2019-05-07,49.229569,117100000,5764782488.61
2019-05-08,49.116504,116600000,5726984399.28
2019-05-09,48.993438,115800000,5673440071.32
2019-05-10,49.077083,116200000,5702757099.57
2019-05-13,47.603794,116050000,5524420277.88
2019-05-14,47.870623,112500000,5385445141.78
2019-05-15,48.911866,110150000,5387641989.31
2019-05-16,49.345977,108400000,5349103925.91
2019-05-17,49.024652,108900000,5338784583.88
2019-05-20,48.204161,108350000,5222920795.32
2019-05-21,48.718377,109350000,5327354573.66
2019-05-22,48.690481,109350000,5324304121.22
2019-05-23,47.993146,109350000,5248050556.58
2019-05-24,47.994428,108350000,5200196226.97
2019-05-28,48.226555,109500000,5280807734.03
2019-05-29,47.741036,108700000,5189450635.01
2019-05-30,47.823242,108300000,5179257156.52
2019-05-31,47.102832,111000000,5228414304.85
2019-06-03,45.631285,108400000,4946431275.45
2019-06-04,46.563189,106450000,4956651498.98
2019-06-05,46.611403,104100000,4852247064.12
2019-06-06,46.781218,104750000,4900332617.29
2019-06-07,47.558041,105550000,5019751195.24
2019-06-10,47.548973,105250000,5004529422.83
2019-06-11,47.713074,103850000,4955002753.34
2019-06-12,47.484926,104600000,4966923289.96
2019-06-13,48.016793,105250000,5053767492.39
2019-06-14,48.105915,108050000,5197844132.58
2019-06-17,48.682785,109050000,5308857719.82
2019-06-18,48.918402,109050000,5334551759.49
2019-06-19,49.00685,108100000,5297640475.01
2019-06-20,49.301888,109000000,5373905759.36
2019-06-21,49.387925,108500000,5358589838.88
2019-06-24,49.522643,114550000,5672818722.26
2019-06-25,48.603909,115750000,5625902413.98
2019-06-26,48.42756,116600000,5646653444.53
2019-06-27,48.736372,115200000,5614430079.07
2019-06-28,49.21286,114400000,5629951211.86
2019-07-01,49.599968,116850000,5795756247.13
2019-07-02,50.094511,116250000,5823486940.03
2019-07-03,50.379806,116950000,5891918325.16
2019-07-05,50.408777,120450000,6071737199.43
2019-07-08,49.970607,117250000,5859053680.22
2019-07-09,50.28656,123650000,6217933139.29
2019-07-10,50.856284,116800000,5940013938.69
2019-07-11,50.85218,115750000,5886139822.03
2019-07-12,51.213082,116900000,5986809228.38
2019-07-15,51.262667,118800000,6090004784.54
2019-07-16,51.157247,118900000,6082596700.55
2019-07-17,50.655758,119550000,6055895927.04
2019-07-18,50.223903,119450000,5999245266.82
2019-07-19,49.575771,118000000,5849940962.94
2019-07-22,49.765666,116900000,5817606413.13
2019-07-23,49.943512,117900000,5888340069.35
2019-07-24,50.412036,118650000,5981388126.07
2019-07-25,50.235073,117250000,5890062367.21
2019-07-26,51.741674,117400000,6074472527.14
2019-07-29,51.451442,118150000,6078987894.63
2019-07-30,51.172862,118150000,6046073612.95
2019-07-31,50.770356,118150000,5998517613.76
2019-08-01,50.544967,119600000,6045178064.62
2019-08-02,50.064638,118150000,5915137011.28
2019-08-05,48.456778,118450000,5739705402.59
2019-08-06,49.148714,116400000,5720910286.32
2019-08-07,49.17252,113500000,5581080990.81
2019-08-08,50.163255,112250000,5630825343.69
2019-08-09,49.620845,112250000,5569939860.73
2019-08-12,49.083647,115100000,5649527809.27
2019-08-13,49.819416,115100000,5734214796.3
2019-08-14,48.059323,114150000,5485971705.02
2019-08-15,48.135013,113800000,5477764502.44
2019-08-16,48.733333,112750000,5494683340.28
2019-08-19,49.511394,112950000,5592311897.8
2019-08-20,49.175781,112900000,5551945696.14
2019-08-21,49.383687,112750000,5568010675.35
2019-08-22,49.226804,112400000,5533092730.81
2019-08-23,47.872262,112200000,5371267785.45
2019-08-26,48.620609,111350000,5413904865.13
2019-08-27,48.706051,111150000,5413677610.72
2019-08-28,48.852316,111600000,5451918429.24
2019-08-29,49.578688,112700000,5587518160.92
2019-08-30,49.558173,112700000,5585206078.57
2019-09-03,49.063309,112850000,5536794446.35
2019-09-04,49.999088,112600000,5629897269.02
2019-09-05,50.873786,112900000,5743650470.46
2019-09-06,50.75461,112450000,5707355904.84
2019-09-09,50.896451,113400000,5771657582.19
2019-09-10,50.967008,113250000,5772013708.02
2019-09-11,51.256797,114350000,5861214681.75
2019-09-12,51.367712,117000000,6010022337.62
2019-09-13,51.317338,116800000,5993865086.76
2019-09-16,51.082372,117350000,5994516411.83
2019-09-17,51.144293,118350000,6052927043.24
2019-09-18,51.102382,118500000,6055632302.23
2019-09-19,51.125843,122950000,6285922340.79
2019-09-20,50.690273,123000000,6234903582.47
2019-09-23,50.479626,119850000,6049983194.66
2019-09-24,49.714883,120300000,5980700380.04
2019-09-25,50.303703,119600000,6016322908.09
2019-09-26,49.814153,118950000,5925393442.9
2019-09-27,49.276244,119050000,5866336815.91
2019-09-30,49.503302,118750000,5878517060.8
2019-10-01,49.004472,122000000,5978545635.43
2019-10-02,48.258441,118700000,5728276938.35
2019-10-03,48.744407,119000000,5800584400.23
2019-10-04,49.417277,119450000,5902893748.35
2019-10-07,49.40009,119350000,5895900697.27
2019-10-08,48.624347,119350000,5803315784.52
2019-10-09,48.899702,125700000,6146692588.99
2019-10-10,49.153119,120750000,5935239085.28
2019-10-11,49.784179,121250000,6036331671.0
2019-10-14,49.662245,121950000,6056310837.31
2019-10-15,50.488753,121300000,6124285703.04
2019-10-16,50.583468,122000000,6171183046.03
2019-10-17,50.860859,123000000,6255885715.59
2019-10-18,50.29634,123000000,6186449808.5
2019-10-21,50.627525,122000000,6176558058.18
2019-10-22,50.112499,122150000,6121241720.18
2019-10-23,50.500427,122150000,6168627161.89
2019-10-24,49.926651,122050000,6093547788.88
2019-10-25,50.320313,122050000,6141594203.4
2019-10-28,50.77125,121950000,6191553947.56
2019-10-29,50.305622,121300000,6102071915.96
2019-10-30,50.459367,120050000,6057647027.33
2019-10-31,50.583494,120850000,6113015302.36
2019-11-01,50.927941,122300000,6228487238.43
2019-11-04,51.223163,122450000,6272276344.13
2019-11-05,51.22561,124000000,6351975687.95
2019-11-06,51.044775,125350000,6398462568.05
2019-11-07,51.372464,125150000,6429263839.87
