date,nav,shares_outstanding,total_net_assets
2017-02-02,51.977442,75973725,3948919898.2
2017-02-03,52.066425,76123725,3963490207.83
2017-02-06,51.930145,75923725,3942730054.03
2017-02-07,51.525861,76323725,3932645615.86
2017-02-08,51.655922,76273725,3939989571.54
2017-02-09,51.633186,76673725,3958908719.79
2017-02-10,52.109515,74073725,3859945870.15
2017-02-13,52.494559,74373725,3904215895.24
2017-02-14,52.537061,74373725,3907376951.31
2017-02-15,52.468753,74523725,3910166944.33
2017-02-16,52.440875,73923725,3876624818.74
2017-02-17,52.296357,73823725,3860711908.22
2017-02-21,52.487101,73673725,3866920237.09
2017-02-22,52.632285,71473725,3761825449.07
2017-02-23,52.337994,70773725,3704154776.53
2017-02-24,52.464156,70573725,3702590887.58
2017-02-27,52.287374,71073725,3716258423.81
2017-02-28,52.311442,72873725,3812129607.49
2017-03-01,53.261282,72373725,3854717389.4
2017-03-02,52.728126,72373725,3816130867.95
2017-03-03,52.680812,72273725,3807438522.53
2017-03-06,52.331913,72023725,3769139305.36
2017-03-07,52.036754,71973725,3745279025.06
2017-03-08,52.076759,70823725,3688270093.04
2017-03-09,51.86145,71173725,3691172596.41
2017-03-10,52.078552,71423725,3719644179.76
2017-03-13,52.244578,71673725,3744563510.56
2017-03-14,51.822523,71473725,3703948728.66
2017-03-15,52.63339,71573725,3767167768.09
2017-03-16,52.303284,71573725,3743540866.28
2017-03-17,52.415635,71823725,3764686189.53
2017-03-20,52.618757,71573725,3766120449.74
2017-03-21,51.742797,71923725,3721534694.34
2017-03-22,51.884875,70723725,3669491622.57
2017-03-23,52.119763,70723725,3686103802.92
2017-03-24,51.630841,70873725,3659270033.15
2017-03-27,51.798424,69423725,3596039540.01
2017-03-28,52.362058,67873725,3554007935.89
2017-03-29,52.416193,68423725,3586511152.56
2017-03-30,52.425551,68423725,3587151509.3
2017-03-31,52.394009,68373725,3582373556.94
2017-04-03,52.188691,68823725,3591820099.63
2017-04-04,52.398281,69223725,3627204169.9
2017-04-05,52.356562,69773725,3653112390.98
2017-04-06,52.614596,69773725,3671116368.31
2017-04-07,52.587061,69773725,3669195121.12
2017-04-10,52.586224,69373725,3648102275.88
2017-04-11,52.467941,71123725,3731715424.09
2017-04-12,51.827592,70973725,3678397296.43
2017-04-13,51.315673,70973725,3642064440.02
2017-04-17,51.696881,70073725,3622592996.01
2017-04-18,51.633782,70023725,3615589783.89
2017-04-19,51.68121,69773725,3605990563.14
2017-04-20,52.229391,69773725,3644239132.56
2017-04-21,52.207553,69773725,3642715454.9
2017-04-24,52.820873,69573725,3674944921.66
2017-04-25,53.659523,70673725,3792318373.4
2017-04-26,53.621889,72323725,3878134726.22
2017-04-27,53.511391,71873725,3846062969.81
2017-04-28,53.135613,72323725,3842965467.1
2017-05-01,53.072246,72323725,3838382491.24
